timestamp,value
57121,124.928
57222,140.849
57323,129.99099999999999
57425,127.612
57526,109.312
57628,124.928
57729,124.928
57831,129.564
57932,125.355
58034,127.246
58135,142.862
58237,124.928
58440,124.928
58541,125.477
58643,140.91
58845,124.928
58947,125.05
59048,124.928
59150,127.124
59252,124.928
59556,124.928
59657,125.416
59759,129.564
59860,124.928
59961,140.849
60063,126.697
60266,140.849
60367,111.203
60469,124.928
60570,144.509
60672,0.122
60773,142.069
60875,109.861
60976,129.076
61078,142.679
61179,124.928
61281,144.99699999999999
61382,140.666
61484,124.928
61586,124.928
61687,124.928
61789,144.143
61992,124.928
62093,130.418
62195,126.209
62296,130.418
62398,130.47899999999998
62500,125.111
62601,140.54399999999998
62703,127.185
62804,109.312
62906,109.678
63007,143.96
63109,124.928
63210,130.174
63312,124.928
63515,124.928
63616,125.294
63718,129.381
63819,124.928
63921,130.662
64022,125.355
64124,124.928
64225,125.416
64327,125.172
64428,144.326
64530,124.928
64631,124.928
64733,142.008
64834,124.928
64936,140.54399999999998
65037,124.928
65139,109.312
65240,128.1
65443,140.605
65545,51.545
65646,51.972
65748,125.172
65849,140.54399999999998
65951,140.605
66052,109.556
66154,140.54399999999998
66255,124.928
66357,128.71
66459,125.965
66560,140.849
66662,1.708
66763,124.928
66865,141.093
66966,125.172
67068,125.782
67169,140.788
67271,124.928
67372,125.05
67474,142.069
67575,124.928
67677,109.312
67778,141.398
67981,141.825
68083,125.172
68185,124.928
68286,124.928
68388,124.928
68489,143.533
68591,124.928
68692,124.928
68794,124.928
68895,124.928
68997,124.928
69098,125.294
69200,129.99099999999999
69302,124.928
69403,124.928
69505,124.928
69606,124.928
69708,124.928
69810,124.928
69911,124.928
70013,124.928
70115,141.337
70216,141.215
70521,124.928
70623,124.928
70724,140.54399999999998
70826,124.928
70927,124.928
71029,124.928
71131,0
71232,0.183
71334,1.342
71435,124.928
71537,125.355
71638,143.716
71943,127.124
72045,130.96699999999998
72146,124.928
72248,140.727
72349,109.312
72451,125.416
72552,124.928
72654,140.54399999999998
72755,142.374
72857,125.233
72958,144.082
73060,129.808
73161,124.928
73263,130.23499999999999
73365,140.849
73466,126.697
73567,109.312
73669,124.928
73770,140.727
73872,124.928
73973,124.928
74075,124.928
74176,125.111
74278,125.355
74379,140.971
74481,140.54399999999998
74786,124.928
74887,0.244
74989,140.54399999999998
75090,113.582
75192,93.696
75293,0.366
75395,109.312
75496,140.54399999999998
75598,124.928
75700,130.174
75801,140.666
75903,109.312
76004,140.788
76106,130.96699999999998
76207,124.928
76309,124.928
76410,124.928
76512,140.849
76613,125.416
76715,124.928
76816,127.429
76918,127.49
77020,124.928
77121,130.845
77223,124.928
77324,129.808
77426,124.928
77527,125.66
77629,124.928
77730,125.477
77832,124.928
77933,140.605
78035,124.928
78137,124.928
78238,140.788
78340,140.971
78441,110.105
78543,0
78644,125.05
78746,124.928
78847,141.215
78949,124.928
79051,124.928
79152,125.477
79254,113.948
79355,130.23499999999999
79457,142.008
79558,128.954
79660,125.111
79761,125.111
79863,124.928
79965,124.928
80066,124.928
80168,124.928
80269,125.294
80371,124.928
80472,129.564
80574,124.928
80675,124.928
80777,124.928
80878,125.172
80980,140.605
81081,124.928
81183,124.928
81284,125.416
81386,124.928
81487,140.54399999999998
81589,126.941
